date,abstract,rating,workLifeBalance,cultureAndValues,careerOpportunities,compensationAndBenefits,seniorManagement,authorJobTitle,tenure,pro,con
"July 17, 2017",Good place to work,3.0,1.0,3.0,2.0,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Good place to start career  Good learning environment,Very little room for innovation
"July 17, 2017",Worked as a Channel Sales Manager,3.0,1.0,4.0,3.0,5.0,3.0,Former Employee - Channel Sales Manager,I worked at Bharti Airtel full-time for more than a year,Growth will be there  Brand Tag,Need to handle pressure  at times  especially in sales
"July 17, 2017",Business Development Executive,2.0,4.0,2.0,2.0,1.0,3.0,Current Employee - Business Development Executive,I have been working at Bharti Airtel full-time for less than a year,"Friendly Working Environment,  Cordial Staff. learning experience about telecom sector.","Salary not in time, Technical Issues face problem in meeting existing clients."
"July 16, 2017",Review by Experienced Professional in Operations,3.0,1.0,2.0,3.0,4.0,3.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,"Aggressive,  Quick to Market","Complicated Internal Processes, Hierarchy Driven, High Employee Churn"
"June 28, 2017",Great & pleasant experience,4.0,4.0,2.0,4.0,4.0,3.0,Current Employee - Manager Governance,I have been working at Bharti Airtel full-time for more than 5 years,As an organization it's really a good place to work. It empowers you to take initiatives & gives flexibility to operate.,You need to identify the right function & need to be vigilant about your growth from time to time. Not a stable company in terms of pursuing same role for long.
"June 27, 2017",Career Growth is less,5.0,3.0,3.0,3.0,3.0,3.0,Former Employee - RF Engineering Manager,I worked at Bharti Airtel full-time,"Good , New technology","Work hard  & late hours , Takes time away from family."
"June 25, 2017",great institution,4.0,3.0,3.0,5.0,3.0,1.0,Current Employee - Retail Head,I have been working at Bharti Airtel full-time for more than 10 years,One gets alot of opportunities to learn and grow,"time is changing, HR is no more people focussed. Its also due to new competition and market condition"
"June 22, 2017","A Sales Professional with 10 yrs of Experience in Channel handling, working as a ZSM in Top telecom",5.0,2.0,5.0,4.0,4.0,3.0,Current Employee - Zonal Sales Manager,I have been working at Bharti Airtel full-time for more than a year,Top Telecom company with excellent working culture,VERY BUSY AND CANT SPEND TIME WITH FAMILY
"June 22, 2017",Zonal Business Manager,5.0,2.0,3.0,5.0,5.0,2.0,Former Employee - Zonal Business Manager,I worked at Bharti Airtel full-time for more than 5 years,Very professional. Promotions and rewards based on performance,Not very stable financially hence frequent employee lay offs leading to loss of good talent and insecurity among employees.
"July 7, 2017",Review of an IT employee,2.0,3.0,3.0,2.0,1.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for less than a year,Good office and good environment in IT team.,The company lack investment and vision. Therefore no one had a clear career path or visible benefit.
"June 19, 2017",A Good Place To Learn and Grow,4.0,3.0,5.0,4.0,4.0,4.0,Former Employee - Regional Manager,I worked at Bharti Airtel full-time for more than 5 years,"Pro active, market aware, progressive, foresters free thinking and expression of opinion related work, employee sensitivity better than the other Telcos. Technology orientation and new product / feature launches are regular. All in all the pioneer that it is called is not unfounded.","Needs to decentralise to some extent, also the infusion of young blood needs judicious balance with experience, that move backfired on them in 2009~2010."
"June 19, 2017",Good bonus,4.0,2.0,4.0,4.0,4.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 3 years,High on people engagement and health awareness and CSR,High on cost reduction and lean structure. One person doing 2 peoples job
"July 3, 2017",A very good place to work and Learn,3.0,1.0,5.0,5.0,1.0,1.0,Current Employee - Manager- Corporate Secretarial,I have been working at Bharti Airtel full-time for more than a year,"Diversified things to learn,  growth opportunities are good,  Infra is good",Salary pay is low. It is a good place to work
"June 17, 2017",A Good Opportunity to work here as an On boarding Officer,4.0,3.0,4.0,4.0,3.0,4.0,Former Employee - Operation Manager,I worked at Bharti Airtel full-time for more than 3 years,very supportive colleagues and environment is pretty good.,Salary hike is not that good
"July 2, 2017",average IT work culture,3.0,1.0,4.0,2.0,2.0,3.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Infrastructure and services are good. Get to work on new technologies.,Work culture is messy. No work life balance as average working hours reach as high as 14 hours a day.
"June 29, 2017",Sr Quality Analyst,3.0,4.0,4.0,3.0,2.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Good working Environment. Approachable management. Excellent policies in place for all employees.,"Slow growth, salary revision based on appraisal is negligible."
"June 27, 2017",Zonal Sales Manager,3.0,2.0,2.0,3.0,3.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 5 years,Good aggressive company with good brand perceptions among customers. Good leadership at higher management.,Typical Indian company culture who try to become MNC but no where nearby. No work life balance for employees.
"June 11, 2017",Merit and performance based work culture,4.0,3.0,3.0,4.0,4.0,4.0,Former Employee - Own Retail Head,I worked at Bharti Airtel full-time for more than 5 years,"Professional and Performance oriented culture spurs you to improve and grow. If you are willing to put in extra effort, you get rewarded.","Too much of pressure and stress causes burnout. Work-life balance too needs to be corrected. For long term employment, it is necessary to ensure vigor and energy"
"June 12, 2017",good worker,4.0,4.0,5.0,5.0,3.0,4.0,Current Employee - Network Engineer,I have been working at Bharti Airtel full-time for more than a year,in bharti airtel we are learn good working skills and network maintain is very well company give a more facility's to employee....etc....,I think no downsides in bharti airtel...
"June 26, 2017",Ok Place to work,3.0,3.0,3.0,3.0,3.0,4.0,Senior Executive,I worked at Bharti Airtel  for less than a year,You can learn a lot about telecom domain. Good Leadership,Compensation.   Work Life balance sometimes you have to work the whole night.
"June 10, 2017",Knowledge about cen palnning,4.0,3.0,3.0,4.0,3.0,3.0,Current Employee - Transport Planning Executive,I have been working at Bharti Airtel full-time for less than a year,"Nature of job and roles and responsibilities, package all r good",Planning team is to be good
"June 11, 2017",Sr. Engineer,4.0,1.0,1.0,4.0,3.0,4.0,Senior Engineer,I worked at Bharti Airtel  for more than 5 years,Inter-department movement is easy.  Brand Recognition.,"Buttering the boss is essential to grow. No Technical training, you must learn on the job."
"June 23, 2017",Established telecom with startup mentality,3.0,3.0,3.0,3.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 5 years,Great at long term high level planning  They try to benchmark and treat employees as fairly as possible,Poor at tactical or operational execution  Indecisive at carving out a clear direction
"June 6, 2017",Experience,5.0,5.0,4.0,4.0,4.0,5.0,Executive,I worked at Bharti Airtel  for more than 3 years,"good management team, Nice work place","Old technology use, Need to improve technology"
"June 5, 2017",Employee growth,4.0,3.0,4.0,4.0,4.0,4.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 3 years,"Provides career growth but you need to be in sales, marketing or support.",High pressure with no so commensurate money return of late.
"June 4, 2017",Retail Manager,5.0,4.0,5.0,3.0,5.0,4.0,Current Employee - Assistant Manager,I have been working at Bharti Airtel full-time for more than 3 years,"Good company to work with , and good exposure to many challenges , you can have personal life unlike other companies ,only top notch professionals you can see","Growth is slow  , Need to do multi tasking ,many times ,work life is dependent on your Boss , pl choose a boss"
"June 18, 2017",Review,3.0,,,,,,Current Employee - Senior Executive,I have been working at Bharti Airtel full-time for more than a year,Good brand to work with  Learning is very much,Work Pressure     Work life balance is not there
"June 3, 2017",had a great time working here at short duration,4.0,4.0,4.0,3.0,3.0,4.0,Internship,I have been working at Bharti Airtel  for less than a year,Great friendly environment and supportive staff,Low growth rate and less increments
"June 2, 2017",Analyst,4.0,,,,,,Analyst,I worked at Bharti Airtel  for more than a year,Nice company to work for,so many processes and yearly retrenchment
"June 16, 2017",Not good culture,3.0,1.0,2.0,3.0,4.0,3.0,Current Employee - Manager,I have been working at Bharti Airtel full-time,Good benefits such as mobile bills internet DTH free of cost,Work culture is not good
"May 25, 2017",Good Place to Work,5.0,3.0,5.0,5.0,5.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 3 years,"Open Working environment  Fun working  Alie, Respectful are Trur Airtel Values",Too many changes in hyper competitive Telecom market
"May 26, 2017",Advisable,4.0,3.0,4.0,4.0,4.0,4.0,Senior Executive,I worked at Bharti Airtel  for less than a year,Company is providing good platform for each individual for learning and development.,Timing is going to be the major issue.
"May 26, 2017",Good Company to work,4.0,1.0,5.0,3.0,3.0,3.0,Territory Sales Manager,I have been working at Bharti Airtel ,employee driven  best culture  good respect in the market,there is a huge pressure on the employees interms of target
"May 24, 2017",My professional synopsis,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - KEY PARAMETERS,I worked at Bharti Airtel full-time for less than a year,Employee friendly organisation to associate with.,There is no as such issues working with the organisation
"May 23, 2017",IKSL Head - Bharti Airtel Limited,5.0,4.0,5.0,5.0,4.0,5.0,Current Employee - Manager -Sales,I have been working at Bharti Airtel full-time for more than a year,"Empowerment, Learning and Development, Cross functional exposure, Good Management, Excellent People Managers",Most of  the promotions will be other location
"June 6, 2017",Average,3.0,3.0,3.0,3.0,3.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,"Cross functional movement is easy,","Very hierarchical culture, very very slow pace of work"
"May 22, 2017",mnager,4.0,3.0,3.0,3.0,3.0,,Manager,I worked at Bharti Airtel  for more than 5 years,good tech and tranings and else bakwas,salary and benfites are none
"June 4, 2017",senior manager,3.0,3.0,2.0,3.0,3.0,2.0,Senior Manager,I worked at Bharti Airtel ,job rotation. internal transfers. good in hand salary,too much politics and not diversity oriented
"May 19, 2017",Superb Company to Work,4.0,3.0,5.0,5.0,4.0,2.0,Territory Sales Manager,I worked at Bharti Airtel  for more than a year,Good work life balance  Good incentives,"Heavy concalls ie for hours,  No support from circle team"
"May 30, 2017",Airtel,3.0,3.0,3.0,4.0,4.0,2.0,Senior Executive,I worked at Bharti Airtel ,Good place to learn things with various technology and get to know various devices and lots of work,"Although good place , but not paid as much as it should be with lots of work."
"May 27, 2017","Great Company, rough work culture",3.0,4.0,3.0,2.0,3.0,5.0,Current Employee - Territory Sales Manager,I have been working at Bharti Airtel full-time for more than a year, Enthusiastic Team  - Transparent Work Reviews  -  Clearly defined and monitored KPI, Little Growth Opportunities  - Slightly Bureaucratic
"May 28, 2017",Senior Manager,3.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,"Big Brand Name, Huge scope of on-the job learning","Bad Work Life Balance, very low financial risk taking involved, bad HR Policies"
"May 24, 2017",Great lelarning,3.0,,,,,,Current Employee - Manager,I have been working at Bharti Airtel full-time for more than a year,"Great learning, freedom to work","bureaucratic, no flexibility of timings"
"May 23, 2017",Area Sales Manager,3.0,1.0,2.0,3.0,4.0,1.0,AREA SALES MANAGER,I worked at Bharti Airtel ,Top 5 Telecom company in the world,Self-Centered Top Managers.  No clear direction
"May 5, 2017",Salary,4.0,3.0,3.0,2.0,4.0,3.0,Organization,I worked at Bharti Airtel  for more than 3 years,"Good company to work for in Telecom industry.  I work for many companies, but only airtel provides salary before 1 week than any other companies pay.",Airtel gives more importance to IIM graduates only. Not concentrating on DTH employees.
"May 5, 2017",Good company to work for,5.0,3.0,5.0,5.0,3.0,5.0,Former Employee - Manager,I worked at Bharti Airtel full-time for more than 3 years,"Innovative, great exposure to top management, if you are willing to put in effort then you will be easily identified as a performer, great opportunity to rotate across different functions","Bureaucratic, dealing with finance department is frustrating, salary hikes are less compared to industry standards"
"May 6, 2017",Looking forward to settle in reputed organisation with all my skills,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - NOC Engineer,I have been working at Bharti Airtel full-time for more than a year,Good company to get valuable knowledge,It will be good if company like this will recruit basic employees with good skills
"May 2, 2017",good,4.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,good work life pune office is good and no problem,no concessions  long working hours  less pay
"May 15, 2017",CEn incident - Networking engineer,3.0,1.0,1.0,3.0,2.0,1.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for less than a year,at this company you can work full time ..,not good process  team management
"May 15, 2017","Excellent Company, with a few issues of a critical nature",2.0,4.0,1.0,1.0,4.0,4.0,Mid Management,I worked at Bharti Airtel ,"Fast Decision Making, Excellent Atmosphere, Work-Life Balance, Salary","HR Policies, Hire-and-Fire, Processes, Lack of personal touch"
"April 30, 2017",Management Trainee,4.0,4.0,4.0,4.0,4.0,4.0,,I have been working at Bharti Airtel ,It's a good place to work,Though no effect has been seen currently but Jio may have an impact in the future
"May 11, 2017",Customer Service Agent,3.0,3.0,2.0,1.0,3.0,2.0,Former Employee - Customer Service Representative,I worked at Bharti Airtel full-time for more than a year,The payment at Airtel is good,They employ on contract basis
"April 23, 2017",team leader,4.0,4.0,5.0,4.0,5.0,5.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 3 years,I am on off roll so i searching on roll job...,I love my work and bleave smart work...
"April 21, 2017","Credit Control, Enterprise Collection",4.0,4.0,5.0,4.0,4.0,5.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 10 years,1. Ample growth oppurtunities.  2. Well equipped NCR hub in center of Gurgaon with all amenities  3. Good paymaster,I have not found any minuses with Airtel till now
"April 21, 2017",Team Manager- Airtel Business,4.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 3 years,It is a great brand,The way of working is very traditional
"April 20, 2017",SHOWROOM MANAGER,5.0,5.0,1.0,3.0,2.0,,Current Employee - FRANCHISEE RETAIL SHOWROOM MANAGER,I have been working at Bharti Airtel full-time for more than 3 years,no 1 telecom in india 100 % satisfy working with aitel i was joined airtel just to take good experince how i started working i started get good knowledge i love to work with bharti airtel forever if i get good role in these company,"VERY LESS SALARY , NO ANY OPPORTUNITY TO SHOW OFF YOUR ABILITY ON HIRE PROFILE"
"April 12, 2017",Manager,5.0,2.0,5.0,5.0,5.0,5.0,Former Employee - Manager Human Resources,I worked at Bharti Airtel full-time for more than 5 years,"Culture, Values, Compensation, Growth, Challenge","High Stress, Dynamic environment, Internal Insecurity, External environment, Educational opportunities"
"April 12, 2017",Great company,5.0,2.0,4.0,4.0,4.0,5.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 3 years,"Good leadership, excellent work culture, fast paced","work life balance, short term thinking"
"May 18, 2017",For learning airtel is the best company but what else ?,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - TSM,I worked at Bharti Airtel full-time for more than a year,"A learning place.  If you can work with airtel,you can easily handle rest all jobs.",Political culture.  Egotistical behavior.  Lack of employee​ friendly.  You'll get migraine problem even.
"April 12, 2017",Key Account Manager,4.0,4.0,4.0,5.0,4.0,4.0,Former Employee - Key Account Manager,I worked at Bharti Airtel full-time for more than a year,Very employee friendly company.  Good payer.,"Due to industry shifts, currently the in company scenario is not very good. I am talking about 2016-17 (mid)"
"April 11, 2017",Manager- Customer experience management,5.0,3.0,5.0,5.0,3.0,3.0,Manager - Customer Experience Management,I have been working at Bharti Airtel  for more than 3 years,"Big Organizations, stable work force, Follows all HR policies religiously.",Individual exposure due to huge team size.
"May 12, 2017","Employee salary Eaters, deduct Salaries without giving prior notice",1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Software Engineer,I have been working at Bharti Airtel full-time for more than a year,airtel is a worst company i have seen in my whole life and 7 years of working experience. highly corrupted company which eats their employees salary,deduct my salary without giving prior notice.  it's a kind of corruption and malpractice to deduct employee salary without giving prior notice.
"April 6, 2017",Cool company to work with but not as a partner,4.0,4.0,4.0,4.0,2.0,4.0,Current Employee - Designer,I have been working at Bharti Airtel full-time for less than a year,"flexible timings, no issues on taking long breaks, good building",not good hike for partners
"April 21, 2017",Network Consultant,3.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Its good company to begineers,bad in terms of salary hikes
"April 5, 2017",Great place to work in Bangladesh,4.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Very energized and proficient team,The company was merged with another operator
"April 5, 2017",Best employer to work with,5.0,5.0,5.0,5.0,4.0,5.0,Current Employee - Manager,I have been working at Bharti Airtel full-time for more than a year,This is the best place i have ever worked. All the team is quite supportive and enthusiastic wherever required.,Less time and more work to do.
"April 18, 2017",Good international company,3.0,4.0,4.0,4.0,4.0,4.0,Current Employee - Senior RF Engineer,I have been working at Bharti Airtel full-time for more than a year,Good company to work with and to grow with,Did not face any challenges with the company
"March 27, 2017",airtel,4.0,3.0,4.0,4.0,4.0,3.0,Current Employee - Zonal Sales Manager,I have been working at Bharti Airtel full-time for more than a year,good work culture; multiple businesses presents good opportunity to learn,zonal atmosphere not so great at few places
"March 28, 2017",good company to work with,4.0,1.0,3.0,5.0,4.0,2.0,,I worked at Bharti Airtel ,lots of growth opportunites with the company,no work life balance with company
"April 10, 2017",Manager,3.0,,,,,,Manager,I worked at Bharti Airtel ,Good salary and nice company,Politics and management and work
"March 27, 2017",Benefits review,5.0,,,,,,,I have been working at Bharti Airtel ,"work life balance, free data and voice calls for employees, maternity leaves",diversity and no cab facility sometime you just need to rely on ola and uber
"April 10, 2017",good place to start a career; don't stay too long,2.0,2.0,1.0,2.0,1.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Great people who work there   Many markets to work with,centralized decision making (airtel Africa)  clueless HQ in Nairobi  poor compensation and treatment of employees
"April 10, 2017",Trade Marketing executive,2.0,3.0,3.0,3.0,3.0,3.0,Current Employee - AREA SALES MANAGER,I have been working at Bharti Airtel full-time for more than 3 years,its a great platform to showcase my skills,lack of motivation from Airtel to its employees
"March 25, 2017",7793,5.0,5.0,5.0,5.0,5.0,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 10 years,best service company in India,iam working at the vijayawada
"March 24, 2017",A place where you can be yourself,4.0,4.0,3.0,4.0,4.0,4.0,,I have been working at Bharti Airtel ,"If you can intent, you can make it big. The firm offers you enough opportunities","Like many big corporations, there are times it becomes difficult to navigate through the maze. Having said that, every company is a work in progress"
"April 26, 2017",Airtel shared services,1.0,1.0,1.0,1.0,4.0,2.0,Current Employee - Executive,I have been working at Bharti Airtel full-time for more than a year,"Work from home, Paid Leave,","Worst work culture, No Work life balance, Lot of politics. Lot of discrimination among circles and shared services.."
"March 20, 2017",Territory sales manager,4.0,2.0,4.0,4.0,4.0,2.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,good company to learn how channel sales management works.  good salary and perks.,high pressure on sales team
"April 2, 2017","Not a good working environment, values and respects for the one who works better",3.0,2.0,3.0,2.0,2.0,3.0,Current Employee - TSM,I have been working at Bharti Airtel full-time for more than a year,good managers at least they will somehow respond for that time.,"more pressure for sales employees even we used to work on sunday and heavy pressure ,no proper distributors payout and no clarity in it,worst claim settlement in the telecom industry, less allowance and package to the employees,     Nobody wants to solve the dist problems,  No Transperancy"
"April 22, 2017",Horrendous,1.0,1.0,1.0,1.0,1.0,1.0,Former Employee - Executive,I worked at Bharti Airtel full-time for more than 3 years,I can think of only the following two Pros:  1.The Gurgaon office is pretty good when considering the infrastructure.  2.They have a good Code of Conduct related Ombuds team which acts swiftly in cases of sexual harassment.,"The list of cons is as follows   (There are exceptions but mostly these points hold true):  1.Employees are highly uneducated - Even managers here are lowly qualified with degrees from unknown colleges.  2.Incpability of communication - From the above point the fact trickles down that the staff has very low capability to communicate in any way even in any language.  3.Weak gender ratio - There best office has a women population below 12%.   4.Perversion - The characteristic of perversion is highly prevalent among the male staff.  5.Unapprochable upper management - The upper management has a habit of lying that an open door policy is followed. But it certainly is not.  6.Politics and nepotism - These two phenomenon are highly prevalent in Airtel.  7.Extra cirricular - The extra cirricular activities are pretty useless.  8.Pay-scale is highly inferior - As mentioned in point 1 the employees are highly uneducated. Hence, they maintain a big fleet of uneducated emoloyees. Thus the pay-scale is automatically inferior."
"March 14, 2017",amazing,5.0,5.0,5.0,5.0,5.0,5.0,NOC,I have been working at Bharti Airtel ,amazing place amazing work nd employees,none none none none none
"March 14, 2017",Mr,5.0,4.0,5.0,5.0,4.0,5.0,Current Employee - Senior Marketing Manager,I have been working at Bharti Airtel full-time for more than 10 years,Offers good career growth and development,You need to be able to multi task
"March 22, 2017",Good company to learn top notch technical skills,3.0,2.0,5.0,2.0,2.0,2.0,"Former Employee - I&FR - Zone IV, Chennai",I worked at Bharti Airtel full-time for more than a year,"In-house Training team, very interesting work nature like games solving puzzle, root cause analysis, problem solving skills, celebrates birthdays, family day events, staff gathering at weekends, motivations","I used to work 16 hours per day including sunday. (you cannot say that you wont work on sunday.) forget to spend time with your family, improper salary structure. I maintain 3 RSUs under my supervision, less support from zonal team lead/managers"
"April 4, 2017",This review is strictly for SALES DOMAIN.,1.0,1.0,1.0,3.0,1.0,1.0,Former Employee - Territory Sales Manager,I worked at Bharti Airtel full-time for less than a year,"o Brand Name.  o Luckily if someone get a good boss, then there is numerous things to learn which will help them in future to grow.","o Absolutely NO, I REPEAT, NO work life balance at B2C prepaid sales job.  o Have to manage near about 30 KPI daily, which is inhuman and pathetic.  o Territory Sales Managers are treated as SLAVES.  o Too much politics, even freshers are not spared.  o Forget job clarity and work life balance, distributors and retailers will show you HELL.  o Network problem is another pain. Network is there only for sake, nothing else. They are good for nothing. Inefficient, lazy and arrogant.  o 24*7 work. Retailers and customers will call and complain about NETWORK PROBLEM even on SUNDAYS.  o Too much ABUSE and BAD LANGUAGE.  o And in the end PAYMENT is almost equal to PEANUT."
"February 28, 2017",PACO & MPBN,5.0,1.0,1.0,1.0,,,Senior Manager,I have been working at Bharti Airtel  for less than a year,Bharti is a good company,There is no work life balance
"February 27, 2017",company feedback,4.0,3.0,4.0,3.0,4.0,4.0,,I have been working at Bharti Airtel ,"Open culture, Freedom to work",hard to find any one
"March 14, 2017",senior sales executive,2.0,1.0,1.0,2.0,2.0,1.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,"good learning,  Best co worker  Not much positive","too much of pressure,  poor support from zsm and zbm,  Slary structure is very confusing"
"February 26, 2017",Assistnant Manager,5.0,4.0,4.0,4.0,4.0,3.0,Territory Sales Manager,I have been working at Bharti Airtel  for less than a year,can have good Work life balance,carrier growth will take long time
"February 26, 2017",Loved It,4.0,4.0,5.0,5.0,4.0,4.0,Former Employee - Data Analyst,I worked at Bharti Airtel full-time for more than 3 years,"Good for a start,many things to learn",No proper timings and holidays
"February 23, 2017",customer relationship manager,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Customer Relationship Manager,I have been working at Bharti Airtel full-time for more than 8 years,best working environment  best medical cover,its a great company to work in.
"January 29, 2017",eKYC Project Field Coordinator,5.0,4.0,4.0,3.0,3.0,3.0,Former Employee - EKYC Project Coordinator,I worked at Bharti Airtel full-time for more than 3 years,I meet more challenge daily and like the job,Sometimes i'm disappointed with my work duty depend on which site i'm going.
"January 26, 2017",Satisfying and learning experience,5.0,4.0,5.0,4.0,4.0,4.0,Current Employee - YL Programmer,I have been working at Bharti Airtel full-time for more than a year,"Helpful seniors, a very well laid out YL program, lots of travelling, exposure to new situations and new people, international exposure","Constant mobility for one year, complex hierarchy reporting across domains, tight deadlines, accommodation difficulties while travelling, all else is good"
"January 27, 2017",Great Employer,5.0,5.0,5.0,5.0,5.0,5.0,Zonal Sales Manager,I have been working at Bharti Airtel ,Work culture is great in Bharti Airtel,I don't see any cons in working for Bharti Airtel
"January 24, 2017",Good place to work,4.0,2.0,3.0,4.0,4.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 5 years,"Joined Airtel straight out of my MBA and worked for a little over 6 years. During this stint, handled around four different profiles (at two different circles and corporate office).   Its a great place to work, where you get good opportunities to learn and contribute. Internal movements and role changes are open and based on your performance.","Given the current sector challenges, growth in any telco is going to be slow over the next 2-3 years."
"January 21, 2017",Manager,5.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Very good company to work all claims and salary at time.,Higher management peoples of the company are not good.
"January 31, 2017",Finance Analyst (GRC & SoD),3.0,4.0,2.0,3.0,5.0,3.0,Current Employee - Finance Analyst (GRC & SoD),I have been working at Bharti Airtel full-time for more than a year,"Being a Telecom it provide you the following:  Telephone 36000(per year)  Mobile phone 7000(Every two year)  Accidental Insurance 2500000(Minimum  Quality food in very reasonable price  Good for Finance practices(e.g CA & MBA people)  Hike is good, better than the IT companies  Provide Outing & team engagement budget",Desi company..  Does not have corporate culture.  For technical people scope is very limited  No scope of learning beside work.  HR Sucks
"February 3, 2017",Assistant Manager - Finance,3.0,2.0,4.0,3.0,3.0,3.0,Assistant Manager,I worked at Bharti Airtel ,"Quality of work, Business engagement, Exposure, Cherishing atmosfare","Work life balance will be at rock bottom, Ruthless organisation"
"January 15, 2017",CUSTOMER SERVICE EXECUTIVE,5.0,,,,,,Customer Service Executive,I have been working at Bharti Airtel  for more than a year,It gives new opportunities to there employees,you get involve in work until you forget how time passes
"January 31, 2017",Okay okay,2.0,1.0,2.0,3.0,2.0,2.0,Current Employee - Product Manager,I have been working at Bharti Airtel full-time for more than a year,Good learning opportunities and cross functional work management. Too much work but lots of way to learn new things.,"No talent management and no appreciation, no process r system defined, even domain heads r confused."
"February 20, 2017",Senior Manager,1.0,2.0,3.0,2.0,3.0,1.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Flexible working hours.excellent work environment and very friendly workmates.,No promotional structure. Upward movement based on what your boss thinks and not merits. People holding positions that they have no idea what the role requires.
"January 28, 2017",good for techies,3.0,2.0,4.0,4.0,3.0,2.0,Manager,I worked at Bharti Airtel ,Good Learning environment.  Avg Salary  relocation support  IJP  medical,politics everywhere.  Bad HR  managers dont care  formal learning  salary hike
"February 19, 2017",CNA,1.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,Pay rate was okay. MAKE OWN HOURS.,"If registry, no benefits. They work their employees as if they were in prison. Always short staffed, they work you like a dog. Beware families, I would not take my loved one there! Stop and please turn around to go to a place who would be more dedicated."
"January 13, 2017",good,5.0,2.0,4.0,5.0,4.0,4.0,,I have been working at Bharti Airtel ,"good insentive,salary and work nature","hardwork,good managment and team work"
"January 24, 2017",customer service executive,3.0,3.0,3.0,1.0,2.0,3.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,gives opportunities to fresh graduates,no career progression and minimal pay
"January 9, 2017",Great place to work specially if you are part of YLP program,4.0,3.0,2.0,3.0,3.0,3.0,,I worked at Bharti Airtel ,Flexibility  Multiple Job rotation oppurtunities  Decently good pay package,"Like any other organisation, politics also play a big role here. No matter how good a performer you are, your ratings or annual appraisal will always be determined by your networking skills"
"January 19, 2017",Great place to learn!,3.0,2.0,2.0,3.0,2.0,1.0,Current Employee - Senior Manager Marketing,I have been working at Bharti Airtel full-time for more than a year,Challenging and enjoyable experiences at all levels of the business.,"Time, work-life balance and autonomy."
"January 4, 2017",Fiber Network Maintenance Engineer,4.0,3.0,4.0,4.0,3.0,4.0,Engineer,I worked at Bharti Airtel  for more than 3 years,Very Dadicated and Hard Working Organised Team Work .,There is No Downside in Bharti Airtel .
"January 18, 2017",difficult place to work,3.0,1.0,1.0,4.0,4.0,3.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,"being a very large telco, the scale of operations is huge, there are many opportunities to get challenging projects, the company's brand value is very high,","too much internal politics, no work life balance,"
"January 3, 2017",Good company to work,5.0,5.0,5.0,5.0,5.0,5.0,,I worked at Bharti Airtel  for more than 3 years,Good learning for initial career.,As such there is no cons i found
"January 2, 2017",Network Engineer,4.0,3.0,4.0,4.0,4.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,"Good for a start,many things to learn",No proper timings and holidays
"January 14, 2017",Not Good,2.0,1.0,2.0,2.0,2.0,1.0,Current Employee - Network Engineer,I have been working at Bharti Airtel full-time for less than a year,Simple Future growth and good knowledge.,Network check and speed issue in complaining area.
